Cluster,INTC,ASML,AMAT,AMD,QCOM,TSM,TXN,AVGO,NVDA,InterestRate,CPI,Sentiment
0,-0.3329042052832869,-0.14622478102582276,-0.19198209086403678,-0.36957190408906043,-0.05371730192946943,-0.05156961629530904,0.3800691830127757,-0.33352387597484684,-0.3775688220226986,-0.37304108925448914,-0.1112345660908627,0.28002267650319235
1,0.16767124152141802,1.0043895534311647,1.063196925587444,1.2716505889730318,0.9502092892496815,0.8923614734843329,0.22005385690307086,1.116083447580258,1.149992146267267,0.34439596130754485,0.8498715391012291,-0.7844817935592474
