INTC,ASML,AMAT,AMD,QCOM,TSM,TXN,AVGO,NVDA,date,Semiconductor_Index,Current_Price,Baltic_Price,GPR,Treasury_Rate,News_Sentiment,Next_Day_Close,Target_Change,MA_7,MA_30,RSI_14,MACD,MACD_Signal,BB_Middle,BB_Std,BB_Upper,BB_Lower,Price_Lag_1,Baltic_Price_Lag_1,GPR_Lag_1,Treasury_Rate_Lag_1,News_Sentiment_Lag_1,Price_Lag_3,Baltic_Price_Lag_3,GPR_Lag_3,Treasury_Rate_Lag_3,News_Sentiment_Lag_3,Price_Lag_7,Baltic_Price_Lag_7,GPR_Lag_7,Treasury_Rate_Lag_7,News_Sentiment_Lag_7,Baltic_GPR_Interaction,News_GPR_Interaction,Treasury_News_Interaction,Day_Of_Week,Month,Quarter
41.4831454982842,152.600492898462,31.666481187877,20.1747183093942,49.8598424780763,32.7251687868857,82.8185066210573,212.01293320817,37.9253563778174,2019-01-02,73.47407170733601,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,37.8798526258534,-0.0011998239782029815,37.83440924016561,37.85974548695555,99.00990099009901,0.0,0.0,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,62436.105308532715,-8.217735894987527,-0.22581756830215455,2,1,1
41.5093191967821,152.736006011561,31.7590819093155,20.2083097311804,49.7516541098376,32.7088735864959,83.0007684472983,212.228794366974,37.8798526258534,2019-01-03,73.53140666503312,37.8798526258534,664.0,96.80016326904297,2.56,-0.09802907705307007,37.8456315057718,-0.0009034121758501127,37.83440924016561,37.85974548695555,99.00990099009901,-0.003629928931609072,-0.0007259857863218145,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,64275.30841064453,-9.489230663850776,-0.25095443725585936,3,1,1
41.5456954139776,152.96345395314,31.8749515023206,20.2600508331605,49.6418816667029,32.6982139690791,83.2138111263134,212.484711013108,37.8456315057718,2019-01-04,73.61426677595267,37.8456315057718,685.0,96.80016326904297,2.67,-0.09818539023399353,37.8199464600798,-0.0006786792734079066,37.83440924016561,37.85974548695555,99.00990099009901,-0.009162413554818727,-0.0024132713400211968,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8798526258534,664.0,96.80016326904297,2.56,-0.09802907705307007,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,66308.11183929443,-9.50436180528527,-0.2621549919247627,4,1,1
41.5885024964388,153.272311140717,32.0105818406615,20.3269041994453,49.5299793317993,32.693351685894,83.4500761927889,212.803005561477,37.8199464600798,2019-01-07,73.72162876770018,37.8199464600798,1381.0,96.80016326904297,2.7,-0.0790184736251831,37.8005874571631,-0.0005118728271372699,37.83440924016561,37.85974548695555,99.00990099009901,-0.015441515824164753,-0.005018920236849908,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8456315057718,685.0,96.80016326904297,2.67,-0.09818539023399353,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,133681.02547454834,-7.64900114818829,-0.2133498787879944,0,1,1
41.6376323053452,153.654932700967,32.1636837913932,20.405805087054,49.4162152941151,32.6938770218247,83.7048008628414,213.189287860644,37.8005874571631,2019-01-08,73.85186915348308,37.8005874571631,1812.0,96.80016326904297,2.73,-0.07282572984695435,37.788216532209,-0.0003272680607971271,37.83440924016561,37.85974548695555,99.00990099009901,-0.021729376628847774,-0.008361011515249482,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8199464600798,1381.0,96.80016326904297,2.7,-0.0790184736251831,37.8798526258534,664.0,96.80016326904297,2.56,-0.09802907705307007,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,175401.89584350586,-7.049542539372396,-0.19881424248218535,1,1,1
41.692835728707,154.110792742153,32.3347620246735,20.4954507007619,49.3017316797575,32.7008383901979,83.9763461681669,213.657195893107,37.788216532209,2019-01-09,74.0064633177482,37.788216532209,1812.0,96.80016326904297,2.74,-0.07754741609096527,37.7812737222648,-0.0001837294951001862,37.83440924016561,37.85974548695555,99.00990099009901,-0.027394989487774524,-0.01216780710975449,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8005874571631,1812.0,96.80016326904297,2.73,-0.07282572984695435,37.8456315057718,685.0,96.80016326904297,2.67,-0.09818539023399353,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,175401.89584350586,-7.506602538697848,-0.21247992008924485,2,1,1
41.753769553697,154.628678831091,32.520416676264,20.5954639124434,49.1859073922986,32.7140644684977,84.2598965974843,214.207382559683,37.7812737222648,2019-01-10,74.18298374596931,37.7812737222648,1809.0,96.80016326904297,2.74,-0.08842331171035767,37.7789499468861,-6.15060094527527e-05,37.83440924016561,37.85974548695555,99.00990099009901,-0.032075508737619884,-0.01614934743532757,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.788216532209,1812.0,96.80016326904297,2.74,-0.07754741609096527,37.8199464600798,1381.0,96.80016326904297,2.7,-0.0790184736251831,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,175111.49535369873,-8.559391010352101,-0.24227987408638002,3,1,1
41.8197693508839,155.20177514131,32.7184131332748,20.7052458150248,49.0684751987536,32.7330405028636,84.5516976067781,214.843390588112,37.7789499468861,2019-01-11,74.3800841426541,37.7789499468861,1697.0,96.80016326904297,2.71,-0.09620101749897003,37.7801136143877,3.080200755279592e-05,37.813494035746864,37.85974548695555,99.00990099009901,-0.035562421755734874,-0.020031962299409033,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.7812737222648,1809.0,96.80016326904297,2.74,-0.08842331171035767,37.8005874571631,1812.0,96.80016326904297,2.73,-0.07282572984695435,37.9253563778174,645.0,96.80016326904297,2.66,-0.08489382266998291,164269.87706756592,-9.312274200548359,-0.2607047574222088,4,1,1
41.8902976411913,155.828899056873,32.9278792242224,20.8228407203452,48.9482113093366,32.7574951616431,84.8494437230119,215.569946799409,37.7801136143877,2019-01-14,74.5972363611578,37.7801136143877,1147.0,96.80016326904297,2.71,-0.10346932709217072,37.7840199516499,0.00010339665206071219,37.79924560553747,37.85974548695555,99.00990099009901,-0.03779623572415147,-0.02358481698435752,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.7789499468861,1697.0,96.80016326904297,2.71,-0.09620101749897003,37.788216532209,1812.0,96.80016326904297,2.74,-0.07754741609096527,37.8798526258534,664.0,96.80016326904297,2.56,-0.09802907705307007,111029.78726959229,-10.015847755860136,-0.28040187641978265,0,1,1
41.9661126121577,156.508103356507,33.1477267563267,20.9467393481633,48.8252113541642,32.7879154018535,85.152978929144,216.387284469309,37.7840199516499,2019-01-15,74.8340102421417,37.7840199516499,1096.0,96.80016326904297,2.72,-0.10290071368217468,37.7903168473735,0.0001666549967857207,37.79044395494863,37.85974548695555,99.00990099009901,-0.038804031892460955,-0.02662865996597821,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.7801136143877,1147.0,96.80016326904297,2.71,-0.10346932709217072,37.7812737222648,1809.0,96.80016326904297,2.74,-0.08842331171035767,37.8456315057718,685.0,96.80016326904297,2.67,-0.09818539023399353,106092.9789428711,-9.960805884935553,-0.27988994121551514,1,1,1
42.0465600510741,157.232822680103,33.3759816453397,21.075233549524,48.7013223336906,32.8235350423652,85.4589309159627,217.286131371973,37.7903168473735,2019-01-16,75.08787049304509,37.7903168473735,1055.0,96.80016326904297,2.73,-0.09392783790826797,37.7985118341703,0.0002168541436130259,37.786211153133436,37.85974548695555,99.00990099009901,-0.038649088127371556,-0.02903274559825688,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.7840199516499,1096.0,96.80016326904297,2.72,-0.10290071368217468,37.7789499468861,1697.0,96.80016326904297,2.71,-0.09620101749897003,37.8199464600798,1381.0,96.80016326904297,2.7,-0.0790184736251831,102124.17224884033,-9.092230045028543,-0.2564229974895716,2,1,1
42.1320462072252,158.002473399232,33.6107480351338,21.2086417031444,48.5768707473899,32.8645194942748,85.7664760979832,218.265352839558,37.7985118341703,2019-01-17,75.35840448423463,37.7985118341703,1077.0,96.80016326904297,2.75,-0.102825827896595,37.8073080770327,0.00023271399945567513,37.78591463556304,37.85974548695555,99.00990099009901,-0.03743351685038476,-0.03071289984868246,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.7903168473735,1055.0,96.80016326904297,2.73,-0.09392783790826797,37.7801136143877,1147.0,96.80016326904297,2.71,-0.10346932709217072,37.8005874571631,1812.0,96.80016326904297,2.73,-0.07282572984695435,104253.77584075928,-9.95355692866491,-0.28277102671563625,3,1,1
42.2215762963077,158.808717722184,33.8484957583825,21.3451655958184,48.4511962942216,32.90952706872,86.0734359067637,219.307544020562,37.8073080770327,2019-01-18,75.64144074888807,37.8073080770327,1112.0,96.80016326904297,2.79,-0.09755159169435501,37.8150349605672,0.00020437539532724096,37.78864199910929,37.85974548695555,99.00990099009901,-0.035352858819855726,-0.03164089164291711,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.7985118341703,1077.0,96.80016326904297,2.75,-0.102825827896595,37.7840199516499,1096.0,96.80016326904297,2.72,-0.10290071368217468,37.788216532209,1812.0,96.80016326904297,2.74,-0.07754741609096527,107641.78155517578,-9.443010003168581,-0.27216894082725046,4,1,1
42.3139481169727,159.640960617402,34.0855534853135,21.4812512894474,48.3216144515427,32.9573041834827,86.3760823937674,220.397613554351,37.8150349605672,2019-01-22,75.9321514503163,37.8150349605672,1036.0,96.80016326904297,2.74,-0.09812579303979874,37.8235791260156,0.000225946252788298,37.793465033152486,37.85974548695555,19.77353719663084,-0.032703442487544976,-0.03185340181184269,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8073080770327,1112.0,96.80016326904297,2.79,-0.09755159169435501,37.7903168473735,1055.0,96.80016326904297,2.73,-0.09392783790826797,37.7812737222648,1809.0,96.80016326904297,2.74,-0.08842331171035767,100284.96914672852,-9.498592787156838,-0.26886467292904853,1,1,1
42.4113120638754,160.498106204806,34.3209874612984,21.6170986081489,48.1892883709073,33.0075577902845,86.6771938836699,221.52844443948,37.8235791260156,2019-01-23,76.23039643872067,37.8235791260156,982.0,96.80016326904297,2.76,-0.11190143972635269,37.8329874237363,0.00024874160346780776,37.79984063017099,37.85974548695555,23.361706812304178,-0.029573414299811418,-0.03139740430943644,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8150349605672,1036.0,96.80016326904297,2.74,-0.09812579303979874,37.7985118341703,1077.0,96.80016326904297,2.75,-0.102825827896595,37.7789499468861,1697.0,96.80016326904297,2.71,-0.09620101749897003,95057.7603302002,-10.832077635551911,-0.30884797364473343,2,1,1
42.5139332192165,161.364241691148,34.5531574169438,21.7515360929143,48.0572202689364,33.059654675451,86.9783129735471,222.685496624664,37.8329874237363,2019-01-24,76.53294893183971,37.8329874237363,939.0,96.80016326904297,2.72,-0.11754387617111206,37.841022618547,0.00021238594564861125,37.8073940315065,37.85974548695555,34.87635375418577,-0.026033574570455187,-0.030324638361640188,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8235791260156,982.0,96.80016326904297,2.76,-0.11190143972635269,37.8073080770327,1112.0,96.80016326904297,2.79,-0.09755159169435501,37.7801136143877,1147.0,96.80016326904297,2.71,-0.10346932709217072,90895.35330963135,-11.378266404639817,-0.31971934318542483,3,1,1
42.6189706814237,162.221220120096,34.7754815468382,21.883147364676,47.9266766297395,33.1112211139995,87.2714245786129,223.84791156798,37.841022618547,2019-01-25,76.83300846910142,37.841022618547,905.0,96.80016326904297,2.76,-0.11188097298145294,37.8470370408051,0.00015893921046281385,37.81553726963466,37.85974548695555,48.210199693931685,-0.022322532751218205,-0.028724217239555795,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8329874237363,939.0,96.80016326904297,2.72,-0.11754387617111206,37.8150349605672,1036.0,96.80016326904297,2.74,-0.09812579303979874,37.7840199516499,1096.0,96.80016326904297,2.72,-0.10290071368217468,87604.14775848389,-10.83009645130403,-0.3087914854288101,4,1,1
42.729878584003,163.055244054733,34.9854115508134,22.0098798024589,47.7976474571363,33.1607637589093,87.554636901235,224.997896797718,37.8470370408051,2019-01-28,77.12648843864578,37.8470370408051,852.0,96.80016326904297,2.75,-0.09816093742847443,37.855636071218,0.0002272048510331614,37.823640154410604,37.85974548695555,62.41734731842559,-0.018680850544598115,-0.02671554390056426,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.841022618547,905.0,96.80016326904297,2.76,-0.11188097298145294,37.8235791260156,982.0,96.80016326904297,2.76,-0.11190143972635269,37.7903168473735,1055.0,96.80016326904297,2.73,-0.09392783790826797,82473.73910522461,-9.501994769718635,-0.26994257792830467,0,1,1
42.8466119521409,163.860613238444,35.1809822191874,22.1328930486725,47.6714838092994,33.2082672250899,87.8290755132893,226.118174509898,37.855636071218,2019-01-29,77.41152639858215,37.855636071218,797.0,96.80016326904297,2.72,-0.11138594895601273,37.8678037192634,0.0003214223642288677,37.83180075970313,37.85974548695555,77.99358174353102,-0.014928830998847786,-0.024358201320220964,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.8470370408051,852.0,96.80016326904297,2.75,-0.09816093742847443,37.8329874237363,939.0,96.80016326904297,2.72,-0.11754387617111206,37.7985118341703,1077.0,96.80016326904297,2.75,-0.102825827896595,77149.73012542725,-10.782178044819318,-0.3029697811603546,1,1,1
42.9690358630748,164.631122733883,35.3613978878071,22.252531758836,47.551571605659,33.254440059076,88.0955456968668,227.192677339511,37.8678037192634,2019-01-30,77.68623629599745,37.8678037192634,721.0,96.80016326904297,2.7,-0.11483801156282425,37.8816832386535,0.00036652559765543684,37.840442994307516,37.85974548695555,90.55589936676374,-0.01084844682691255,-0.021656250421559282,37.82315929564061,0.03909175424569969,37.90134280413201,37.74497578714921,37.855636071218,797.0,96.80016326904297,2.72,-0.11138594895601273,37.841022618547,905.0,96.80016326904297,2.76,-0.11188097298145294,37.8073080770327,1112.0,96.80016326904297,2.79,-0.09755159169435501,69792.91771697998,-11.116338268773632,-0.3100626312196255,2,1,1
