date,INTC,ASML,AMAT,AMD,QCOM,TSM,TXN,AVGO,NVDA,Semiconductor_Index,Current_Price,Baltic_Price,GPR,Treasury_Rate,News_Sentiment,Next_Day_Close,MA_7,MA_30,RSI_14,MACD,MACD_Signal,BB_Middle,BB_Std,BB_Upper,BB_Lower,Price_Lag_1,Baltic_Price_Lag_1,GPR_Lag_1,Treasury_Rate_Lag_1,News_Sentiment_Lag_1,Price_Lag_3,Baltic_Price_Lag_3,GPR_Lag_3,Treasury_Rate_Lag_3,News_Sentiment_Lag_3,Price_Lag_7,Baltic_Price_Lag_7,GPR_Lag_7,Treasury_Rate_Lag_7,News_Sentiment_Lag_7,Baltic_GPR_Interaction,News_GPR_Interaction,Treasury_News_Interaction,Day_Of_Week,Month,Quarter,Target_Change,Price_Change,Price_Acceleration,ROC_5,ROC_12,Volatility_5,Volatility_15,RSI_7,RSI_21,MACD_Histogram,BB_Width,BB_PercentB,Stochastic_K,Stochastic_D,Williams_R,High,Low,ATR_14,ADX_Approx,CMF_20,Momentum_10,Price_ROC_10,Momentum_20,Price_ROC_20,Momentum_50,Price_ROC_50,Baltic_Price_Squared,Baltic_Price_Log,Baltic_Price_GPR_Interaction,Baltic_Price_Treasury_Rate_Interaction,Baltic_Price_News_Sentiment_Interaction,GPR_Squared,GPR_Log,GPR_Treasury_Rate_Interaction,GPR_News_Sentiment_Interaction,Treasury_Rate_Squared,Treasury_Rate_Log,Treasury_Rate_News_Sentiment_Interaction,News_Sentiment_Squared,News_Sentiment_Log,Baltic_Price_Change,Baltic_Price_ROC_5,Baltic_Price_Volatility,Baltic_Price_MA_5,Baltic_Price_MA_15,Baltic_Price_Cross_Signal,GPR_Change,GPR_ROC_5,GPR_Volatility,GPR_MA_5,GPR_MA_15,GPR_Cross_Signal,Treasury_Rate_Change,Treasury_Rate_ROC_5,Treasury_Rate_Volatility,Treasury_Rate_MA_5,Treasury_Rate_MA_15,Treasury_Rate_Cross_Signal,News_Sentiment_Change,News_Sentiment_ROC_5,News_Sentiment_Volatility,News_Sentiment_MA_5,News_Sentiment_MA_15,News_Sentiment_Cross_Signal,Year,Week,Day,DayOfWeek,DayOfYear,Month_Sin,Month_Cos,DayOfWeek_Sin,DayOfWeek_Cos,DayOfYear_Sin,DayOfYear_Cos,Is_Month_End,Is_Quarter_End,Is_Year_End,Is_First_Half_Month,Is_Monday,Is_Friday,Rolling_Vol_20,High_Vol_Regime_20,Rolling_Vol_60,High_Vol_Regime_60,SMA_Crossover,SMA_Crossover_Change,Momentum_Regime,Bull_Market_Indicator,Market_Regime,Regime_0,Regime_1,Regime_2,Current_Price_Zscore,Current_Price_Anomaly,Current_Price_MA_Distance,Current_Price_Extreme_Move,Baltic_Price_Zscore,Baltic_Price_Anomaly,Baltic_Price_MA_Distance,Baltic_Price_Extreme_Move,GPR_Zscore,GPR_Anomaly,GPR_MA_Distance,GPR_Extreme_Move,Treasury_Rate_Zscore,Treasury_Rate_Anomaly,Treasury_Rate_MA_Distance,Treasury_Rate_Extreme_Move,News_Sentiment_Zscore,News_Sentiment_Anomaly,News_Sentiment_MA_Distance,News_Sentiment_Extreme_Move,RSI_14_Zscore,RSI_14_Anomaly,RSI_14_MA_Distance,RSI_14_Extreme_Move,GPR_WMA_Lag,GPR_Lag_Change,News_Sentiment_WMA_Lag,News_Sentiment_Lag_Change
2019-01-02,0.4769637535284863,0.0,0.0,0.0,0.0230335939889022,0.0003668746314601,0.0,0.0,0.000255135954148,0.0,0.000255135954148,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0001758385960961,8.53598792416449e-05,0.0,0.9907063825311588,0.3360034175677313,0.3350023570404005,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,0.0002553219517181,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0002570713486809,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0002639928251038,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0421333135482556,0.6483948053518346,0.5784282763387526,0.5,1,0.0,-0.0011998239782029,0.0003838819634456002,3.5671479869044435e-06,0.025706073662623785,0.06301425811097472,0.001067336794214746,0.0027340211969674303,99.00990099009901,99.00990099009901,0.0010010605273307882,-609.6613828131884,0.9048305803157951,99.99999725908746,99.9999969043003,-0.0,0.00025641163391874,0.00025386027437726,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.002300493151193084,0.04684871545706741,0.007065516627132368,0.023013855768229525,0.03176092527684272,0.021700358109040054,0.13742043285213024,0.07068257538629125,0.09754749564034067,0.23022783486496806,0.3919208830004071,0.3177324622799647,0.4384957085910142,0.508136061095907,0.0,-0.002732240437158029,0.06179686238286348,0.21764370003806624,0.2214249460728334,0,0.0,0.0,0.0,0.1512890390398964,0.1512890390398964,0,0.0,0.0,0.013626188550172839,0.313677130044843,0.30971599402092664,0,-0.00013337792890588673,0.007949697141046652,0.025769464441309047,0.6675026917831122,0.6630009891222086,0,2019,1,2,2,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.03442161162274574,0.9994074007397048,0,0,0,1,0,0,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.6621900849386181,0.0
2019-01-03,0.4777844370309854,0.0001994025113183,0.000678862110731,0.0002432966220895,0.0221417088949882,0.0001789789573967,0.0018664826631602,0.000225836688174,0.0001758385960961,0.0001884952543907,0.0001758385960961,0.0515797487628473,0.1473104141228313,0.4573991031390133,0.6473611037558997,0.0001162029771654,8.53598792416449e-05,0.0,0.9907063825311588,0.3359019801220207,0.3349809229421607,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,0.0002553219517181,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0002570713486809,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0002639928251038,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0443153940632766,0.6352911923617688,0.5676227732192078,0.75,1,0.0,-0.0009034121758501,-7.929735805190002e-05,3.5671479869044435e-06,0.025706073662623785,0.06301425811097472,0.001067336794214746,0.0027340211969674303,99.00990099009901,99.00990099009901,0.0009210571798600187,-609.6613828131884,0.9370700670168222,99.99999725908746,99.9999969043003,-0.0,0.00017671778907658048,0.0001749594031156195,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.0026604704824384475,0.05029355614046834,0.007598234150606631,0.023592530824261986,0.033390723090568834,0.021700358109040054,0.13742043285213024,0.06737965130281967,0.09536303228129475,0.2092139395523737,0.3766534108696186,0.29610238826503027,0.4190763986560568,0.49917467656028447,0.0036162923486866977,-0.002732240437158029,0.06179686238286348,0.21764370003806624,0.2214249460728334,0,0.0,0.0,0.0,0.1512890390398964,0.1512890390398964,0,-0.02242152466367725,0.0,0.013626188550172839,0.313677130044843,0.30971599402092664,0,-0.01482898118271836,0.007949697141046652,0.025769464441309047,0.6675026917831122,0.6630009891222086,0,2019,1,3,3,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.051619667223253764,0.998666816288476,0,0,0,1,0,0,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.6621900849386181,0.0
2019-01-04,0.4789250233083915,0.0005340837071663,0.0015283098823581,0.0006180481111772,0.0212367649777424,5.606570982230608e-05,0.0040481817885114,0.0004935799363422,0.0001162029771654,0.0004609073798019,0.0001162029771654,0.0555767034640274,0.1473104141228313,0.4820627802690581,0.6471846347549255,7.144279417155286e-05,8.53598792416449e-05,0.0,0.9907063825311588,0.3357473762388084,0.3349311073052735,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,0.000175966784817,0.0515797487628473,0.1473104141228313,0.4573991031390133,0.6473611037558997,0.0002570713486809,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0002639928251038,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0467271672640893,0.6351352557222237,0.5628080276501249,1.0,1,0.0,-0.0006786792734079,-5.963561893069999e-05,1.9661739121200022e-05,0.025706073662623785,0.06301425811097472,0.001067336794214746,0.0027340211969674303,99.00990099009901,99.00990099009901,0.0008162689335349249,-609.6613828131884,0.9613157895813177,99.99999725908746,99.9999969043003,-0.0,0.00011678399205122698,0.000115621962279573,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.0030887699679284348,0.054087255930238165,0.008187027202867668,0.02679146019005804,0.035968388532249373,0.021700358109040054,0.13742043285213024,0.07101286779463838,0.0953370365596814,0.23238452412073418,0.39343488783162206,0.31198362437737426,0.4188479514628663,0.4990675485886918,0.003996954701180097,-0.002732240437158029,0.06179686238286348,0.21764370003806624,0.2214249460728334,0,0.0,0.0,0.0,0.1512890390398964,0.1512890390398964,0,0.024663677130044803,0.0,0.013626188550172839,0.313677130044843,0.30971599402092664,0,-0.00017646900097423313,0.007949697141046652,0.025769464441309047,0.6675026917831122,0.6630009891222086,0,2019,1,4,4,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.06880242680231986,0.9976303053065857,0,0,0,1,0,1,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.654775594347259,-0.02239384358056786
2019-01-07,0.4802672511318244,0.0009885555839698,0.0025226250057714,0.0011022550106629,0.0203142626228267,0.0,0.0064676936500014,0.0008265837387205,7.144279417155286e-05,0.0008138722507844,7.144279417155286e-05,0.1880472021317092,0.1473104141228313,0.4887892376681613,0.6688230315025934,3.7706723637703776e-05,8.53598792416449e-05,0.0,0.9907063825311588,0.3355719083143509,0.334854177790281,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,0.0001162876907114,0.0555767034640274,0.1473104141228313,0.4820627802690581,0.6471846347549255,0.0002570713486809,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.0002639928251038,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.1266602219195968,0.6542560013225605,0.5837877209930128,0.0,1,0.0,-0.0005118728271372,-4.476018299384714e-05,1.4875435936852855e-05,0.025706073662623785,0.06301425811097472,0.001067336794214746,0.0027340211969674303,99.00990099009901,99.00990099009901,0.0007177305240699261,-609.6613828131884,0.9795136887272288,99.99999725908746,99.9999969043003,-0.0,7.180000814241061e-05,7.10855802006951e-05,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.03536175022956389,0.1723109525852396,0.027701311220661846,0.09191544857558877,0.12577029979531068,0.021700358109040054,0.13742043285213024,0.07200374501967985,0.09852459774553447,0.23891491886022226,0.3979631974563697,0.3269134997030612,0.447324247468319,0.5121186064051088,0.1324704986676818,-0.002732240437158029,0.06179686238286348,0.21764370003806624,0.2214249460728334,0,0.0,0.0,0.0,0.1512890390398964,0.1512890390398964,0,0.006726457399103214,0.0,0.013626188550172839,0.313677130044843,0.30971599402092664,0,0.021638396747667876,0.007949697141046652,0.025769464441309047,0.6675026917831122,0.6630009891222086,0,2019,2,7,0,7,0.49999999999999994,0.8660254037844387,0.0,1.0,0.1202080448993527,0.9927487224577402,0,0,0,1,1,0,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.6546873598467718,-0.022660336548354584
2019-01-08,0.4818077297788774,0.0015515689946548,0.0036450256935435,0.0016737199387402,0.0193764127311439,6.057510582690995e-06,0.0090762441640488,0.001230717190183,3.7706723637703776e-05,0.0012420524681623,3.7706723637703776e-05,0.2700799390940236,0.1473104141228313,0.4955156950672644,0.6758142992982894,1.6148464743070967e-05,8.53598792416449e-05,0.0,0.9907063825311588,0.335396195634839,0.3347555054551783,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,7.149487693723644e-05,0.1880472021317092,0.1473104141228313,0.4887892376681613,0.6688230315025934,0.0001771724616373,0.0515797487628473,0.1473104141228313,0.4573991031390133,0.6473611037558997,0.0002639928251038,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.1761589957077056,0.6604338274574719,0.5900361071279868,0.25,1,0.0,-0.0003272680607971,-3.373607053384908e-05,1.1024112459998055e-05,0.025706073662623785,0.06301425811097472,0.001067336794214746,0.0027340211969674303,99.00990099009901,99.00990099009901,0.00064069017966073,-609.6613828131884,0.9932295756626938,99.99999725908746,99.9999969043003,-0.0,3.789525725589229e-05,3.7518190019515255e-05,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.07294317350103151,0.23907984265812138,0.03978558767420967,0.13382884874389955,0.18252388479335224,0.021700358109040054,0.13742043285213024,0.07299462224472131,0.09955448429976207,0.24553580405799416,0.4024710938955595,0.3348765922531881,0.4567249671360379,0.5162991959797696,0.08203273696231442,-0.002732240437158029,0.06179686238286348,0.12264940997335363,0.2214249460728334,0,0.0,0.0,0.0,0.1473104141228313,0.1512890390398964,0,0.006726457399103103,0.0,0.013626188550172839,0.48071748878923753,0.30971599402092664,0,0.006991267795696032,0.007949697141046652,0.025769464441309047,0.6602746308500652,0.6630009891222086,0,2019,2,8,1,8,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.13727877211326478,0.9905324521322229,0,0,0,1,0,0,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.6610578638657902,0.0331529460484643
2019-01-09,0.4835386482747155,0.0022223501090683,0.0048992117165104,0.0023230069840787,0.0184326307811503,8.632722016571615e-05,0.0118570492020848,0.0017202485213729,1.6148464743070967e-05,0.0017502985276506,1.6148464743070967e-05,0.2700799390940236,0.1473104141228313,0.4977578475336321,0.67048377470995,4.04953965955912e-06,8.53598792416449e-05,0.0,0.9907063825311588,0.3352378715167578,0.3346431131297513,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,3.7734212350523655e-05,0.2700799390940236,0.1473104141228313,0.4955156950672644,0.6758142992982894,0.0001170844625188,0.0555767034640274,0.1473104141228313,0.4820627802690581,0.6471846347549255,0.0002639928251038,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.1761589957077056,0.6557235152398646,0.5841616872753898,0.5,1,0.0,-0.0001837294951001,-2.155825889463281e-05,1.2177811639216274e-05,-0.9367064324704957,0.06301425811097472,0.10645927237986845,0.0027340211969674303,99.00990099009901,99.00990099009901,0.000594758387006511,-609.6613828131884,1.0019943973163474,99.99999725908746,99.9999969043003,-0.0,1.622920706678632e-05,1.6067722419355613e-05,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.07294317350103151,0.23907984265812138,0.03978558767420967,0.13443440914545565,0.18108421703719435,0.021700358109040054,0.13742043285213024,0.07332491465306847,0.09876924251516186,0.24776287478131456,0.40396922151658154,0.33373856050584944,0.44954849214930304,0.5131132699329937,0.0,4.630952380952386,0.06179686238286348,0.16707270650932624,0.2214249460728334,0,0.0,0.0,0.0,0.1473104141228313,0.1512890390398964,0,0.0022421524663677195,0.03738317757009324,0.013626188550172839,0.4843049327354258,0.30971599402092664,0,-0.00533052458833938,0.012524635991945976,0.025769464441309047,0.6619333688043316,0.6630009891222086,0,2019,2,9,2,9,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.15430882066428117,0.9880226656636976,0,0,0,1,0,0,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.664500557063346,0.044237243911399916
2019-01-10,0.485449245086911,0.0029844002483463,0.0062602584415025,0.0030473846755415,0.0174777965676434,0.0002388336538338,0.0147607947168081,0.0022958608054239,4.04953965955912e-06,0.0023306296966118,4.04953965955912e-06,0.2695089455652836,0.1473104141228313,0.4977578475336321,0.6582054855515124,0.0,8.53598792416449e-05,0.0,0.9907063825311588,0.3351070755903778,0.3345255616182863,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,1.6160237192822113e-05,0.2700799390940236,0.1473104141228313,0.4977578475336321,0.67048377470995,7.198474049861792e-05,0.1880472021317092,0.1473104141228313,0.4887892376681613,0.6688230315025934,0.0002639928251038,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.1758144566790181,0.6448738184650256,0.5713516791366922,0.75,1,0.0,-6.15060094527527e-05,-1.2098925083511847e-05,9.459333811120962e-06,-0.9769701319877124,0.06301425811097472,0.1635748614885746,0.0027340211969674303,0.0,99.00990099009901,0.0005815139720914964,-609.6613828131884,1.0069133901290879,99.99999725908746,99.9999969043003,-0.0,4.069787357856915e-06,4.029291961261324e-06,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.072635071739711,0.23863016866418424,0.03970147438102953,0.13415019263563438,0.17739226637627362,0.021700358109040054,0.13742043285213024,0.07332491465306847,0.09696052265451255,0.24776287478131456,0.40396922151658154,0.32762694572295,0.4332344612101022,0.5057359848307489,-0.0005709935287400159,4.225092250922515,0.06179686238286348,0.2106585458698135,0.2214249460728334,0,0.0,0.0,0.0,0.1473104141228313,0.1512890390398964,0,0.0,0.08823529411764719,0.013626188550172839,0.49237668161434955,0.30971599402092664,0,-0.01227828915843765,0.016751673421055102,0.025769464441309047,0.6641022451634542,0.6630009891222086,0,2019,2,10,3,10,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.1712931441814776,0.9852201067560606,0,0,0,1,0,0,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.6683268137934767,0.00248308316121469
2019-01-11,0.4875186868482244,0.0038276901770596,0.0077117837712797,0.0038425152369873,0.0165097070708379,0.0004576413200752,0.0177490316733466,0.0029612604891297,0.0,0.002978619874086,0.0,0.2481918538256566,0.1473104141228313,0.491031390134529,0.6494248826472733,2.0278714291666056e-06,4.854507606652514e-05,0.0,0.9907063825311588,0.3350096346881903,0.3344109307949394,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,4.052491828873683e-06,0.2695089455652836,0.1473104141228313,0.4977578475336321,0.6582054855515124,3.7992756968543984e-05,0.2700799390940236,0.1473104141228313,0.4955156950672644,0.6758142992982894,0.0002639928251038,0.0479634564141606,0.1473104141228313,0.4798206278026905,0.6621900849386181,0.1629516662746836,0.6371148483200852,0.5634314351823152,1.0,1,0.0,3.080200755279592e-05,-4.04953965955912e-06,8.049385423952726e-06,-1.0,0.06301425811097472,0.24452980857387377,0.0027340211969674303,0.0,99.00990099009901,0.0005987038932508959,-609.6613828131884,1.008559788990374,99.99999725908746,99.9999969043003,-0.0,0.0,0.0,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.06159919630541609,0.22169598715910835,0.036561244768970685,0.12186999100407797,0.16118196554473624,0.021700358109040054,0.13742043285213024,0.072334037428027,0.09566704840444094,0.24111182609744802,0.39946808863579,0.31888800291424396,0.42175267820142465,0.500426671181388,-0.02131709173962701,3.4657534246575343,0.06179686238286348,0.24918157594213933,0.2214249460728334,0,0.0,0.0,0.0,0.1473104141228313,0.1512890390398964,0,-0.006726457399103103,0.018604651162790864,0.013626188550172839,0.4941704035874438,0.30971599402092664,0,-0.008780602904239099,0.0034615282440939588,0.025769464441309047,0.6645502947419237,0.6630009891222086,0,2019,2,11,4,11,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.1882267098432442,0.9821256058680006,0,0,0,1,0,1,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.6642850495529666,-0.0260556986809255
2019-01-14,0.4897301207546476,0.0047504797197936,0.0092473937580953,0.0046942339710586,0.0155182735918664,0.0007396215648986,0.0207981504901351,0.0037213928327192,2.0278714291666056e-06,0.0036925327173572,2.0278714291666056e-06,0.1435097068899886,0.1473104141228313,0.491031390134529,0.6412193600860564,8.83527106507187e-06,2.3465084343241016e-05,0.0,0.9907063825311588,0.3349472113219432,0.3343060358537658,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,0.0,0.2481918538256566,0.1473104141228313,0.491031390134529,0.6494248826472733,1.6270962767628294e-05,0.2700799390940236,0.1473104141228313,0.4977578475336321,0.67048377470995,0.0001819427132516,0.0515797487628473,0.1473104141228313,0.4573991031390133,0.6473611037558997,0.0997861776819693,0.629864047290764,0.5549642994715663,0.0,1,0.0,0.0001033966520607,2.0278714291666056e-06,6.077411088725725e-06,-0.9716154518775237,0.06301425811097472,0.001067336794214746,0.0027340211969674303,1.1401089015716508,99.00990099009901,0.0006411754681774351,-609.6613828131884,1.0077353285596844,99.99999725908746,99.9999969043003,-0.0,2.0380107863124384e-06,2.0177320720207727e-06,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.020595035971650442,0.13410222319848553,0.021140474352610357,0.0704677708719899,0.09202120241813601,0.021700358109040054,0.13742043285213024,0.072334037428027,0.09445828947785385,0.24111182609744802,0.39946808863579,0.3148588337642294,0.41116226774917164,0.495439477815402,-0.10468214693566799,-0.23684210526315785,0.06179686238286348,0.2402740768937952,0.2214249460728334,0,0.0,0.0,0.0,0.1473104141228313,0.1512890390398964,0,0.0,0.004587155963302836,0.013626188550172839,0.4946188340807173,0.30971599402092664,0,-0.008205522561216871,-0.04127201085543053,0.025769464441309047,0.6590295604586164,0.6630009891222086,0,2019,3,14,0,14,0.49999999999999994,0.8660254037844387,0.0,1.0,0.2386727660059501,0.9711000518829505,0,0,0,1,1,0,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.6553297944878016,-0.03140850361634297
2019-01-15,0.4921073199846135,0.0057499036127885,0.0108591107875621,0.0055916094326136,0.0145042844878963,0.0010903893617205,0.0239065534486087,0.0045765018922317,8.83527106507187e-06,0.0044709540282253,8.83527106507187e-06,0.1338028169014084,0.1473104141228313,0.4932735426008967,0.6418612934138136,1.9808590258699188e-05,7.972477741993722e-06,0.0,0.9907063825311588,0.3349190487129675,0.3342161690399466,4.034427475166358e-06,0.0001906997885638,2.1053953455058005e-05,0.0024806885868245,2.0293497749318545e-06,0.1435097068899886,0.1473104141228313,0.491031390134529,0.6412193600860564,4.0802584069105086e-06,0.2695089455652836,0.1473104141228313,0.4977578475336321,0.6582054855515124,0.0001202368844085,0.0555767034640274,0.1473104141228313,0.4820627802690581,0.6471846347549255,0.0939290141942812,0.630431290973166,0.5551843633727986,0.25,1,0.0,0.0001666549967857,6.807399635905265e-06,4.779528206738659e-06,-0.7656844665168074,0.06301425811097472,0.001067336794214746,0.0027340211969674303,7.066054739335925,99.00990099009901,0.0007028796730209064,-609.6613828131884,1.0049676818760873,99.99999725908746,99.9999969043003,-0.0,8.87944742039723e-06,8.791094709746511e-06,0.002351740547534693,55.2965416631188,1.0973552326097652e-14,0.003716784428365502,5.2669507541461495,0.0075802151668059505,9.283089105485375,0.020808985413321792,27.105663412301915,0.017903193810751825,0.12557730738320222,0.019710548368547843,0.06600138950293687,0.08588284911874967,0.021700358109040054,0.13742043285213024,0.07266432983637415,0.09455285294220502,0.24331878783003863,0.40097071852032495,0.31661319406062544,0.4119859199828537,0.4958305332926736,-0.009706889988580186,-0.5045806906272023,0.09448557110553187,0.21301865245527213,0.2214249460728334,0,0.0,0.0,0.0,0.1473104141228313,0.1512890390398964,0,0.002242152466367664,-0.004524886877828038,0.012152751344799897,0.4941704035874438,0.30971599402092664,0,0.0006419333277571937,-0.050240141292851925,0.012575469532088183,0.652238959281721,0.6630009891222086,0,2019,3,15,1,15,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.255353295116187,0.9668478136052775,0,0,0,1,0,0,0.003309087286962816,0,0.45289491374804736,0,1,0.0,0,0,2,0,0,1,1.3805217676540347,0,0.06246642237588238,0,-0.08698077811100265,0,0.22210573610903098,0,-0.6436502686356831,0,0.0963637351676054,0,0.2881425781532148,0,0.06158357771260889,0,0.3776439189409238,0,0.07691590048937354,0,0.0,0,0.10144066759297193,0,0.1473104141228313,0.0,0.647508252659467,-0.02580672121142115
