INTC,ASML,AMAT,AMD,QCOM,TSM,TXN,AVGO,NVDA,date,Price,Open,High,Low,Change %,GPR,GPRT,GPRA,GPRH,GPRHT,GPRHA,SHARE_GPR,N10,SHARE_GPRH,N3H,GPRH_NOEW,GPR_NOEW,GPRH_AND,GPR_AND,GPRH_BASIC,GPR_BASIC,SHAREH_CAT_1,SHAREH_CAT_2,SHAREH_CAT_3,SHAREH_CAT_4,SHAREH_CAT_5,SHAREH_CAT_6,SHAREH_CAT_7,SHAREH_CAT_8,GPRC_ARG,GPRC_AUS,GPRC_BEL,GPRC_BRA,GPRC_CAN,GPRC_CHE,GPRC_CHL,GPRC_CHN,GPRC_COL,GPRC_DEU,GPRC_DNK,GPRC_EGY,GPRC_ESP,GPRC_FIN,GPRC_FRA,GPRC_GBR,GPRC_HKG,GPRC_HUN,GPRC_IDN,GPRC_IND,GPRC_ISR,GPRC_ITA,GPRC_JPN,GPRC_KOR,GPRC_MEX,GPRC_MYS,GPRC_NLD,GPRC_NOR,GPRC_PER,GPRC_PHL,GPRC_POL,GPRC_PRT,GPRC_RUS,GPRC_SAU,GPRC_SWE,GPRC_THA,GPRC_TUN,GPRC_TUR,GPRC_TWN,GPRC_UKR,GPRC_USA,GPRC_VEN,GPRC_VNM,GPRC_ZAF,GPRHC_ARG,GPRHC_AUS,GPRHC_BEL,GPRHC_BRA,GPRHC_CAN,GPRHC_CHE,GPRHC_CHL,GPRHC_CHN,GPRHC_COL,GPRHC_DEU,GPRHC_DNK,GPRHC_EGY,GPRHC_ESP,GPRHC_FIN,GPRHC_FRA,GPRHC_GBR,GPRHC_HKG,GPRHC_HUN,GPRHC_IDN,GPRHC_IND,GPRHC_ISR,GPRHC_ITA,GPRHC_JPN,GPRHC_KOR,GPRHC_MEX,GPRHC_MYS,GPRHC_NLD,GPRHC_NOR,GPRHC_PER,GPRHC_PHL,GPRHC_POL,GPRHC_PRT,GPRHC_RUS,GPRHC_SAU,GPRHC_SWE,GPRHC_THA,GPRHC_TUN,GPRHC_TUR,GPRHC_TWN,GPRHC_UKR,GPRHC_USA,GPRHC_VEN,GPRHC_VNM,GPRHC_ZAF,DGS10,News Sentiment
0.4769637535284863,0.0,0.0,0.0,0.023033593988902257,0.00036687463146012345,0.0,0.0,0.00025513595414802803,2019-01-02,645.0,645.0,645.0,645.0,-0.0344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4798206278026905,-0.08489382266998291
0.4777844370309854,0.00019929883768685097,0.0006759758929285042,0.00024329662208957825,0.022141708894988288,0.00017897895739676928,0.0018664826631602516,0.0002258366881740803,0.00017583859609619779,2019-01-03,664.0,664.0,664.0,664.0,0.0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45739910313901333,-0.09802907705307007
0.4789250233083915,0.0005338060256210864,0.0015218121928854411,0.0006180481111772718,0.02123676497774246,5.6065709822306076e-05,0.004048181788511407,0.0004935799363422755,0.00011620297716542771,2019-01-04,685.0,685.0,685.0,685.0,-0.0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48206278026905813,-0.09818539023399353
0.48026725113182445,0.000988041612773105,0.0025118999334985403,0.0011022550106629114,0.020314262622826706,0.0,0.006467693650001438,0.0008265837387205766,7.144279417155286e-05,2019-01-07,1381.0,1381.0,1381.0,1381.0,0.0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4887892376681613,-0.0790184736251831
0.4818077297788774,0.0015507623007411098,0.003629528675988286,0.0016737199387402701,0.019376412731143933,6.057510582690995e-06,0.009076244164048841,0.001230717190183056,3.7706723637703776e-05,2019-01-08,1812.0,1812.0,1812.0,1812.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49551569506726445,-0.07282572984695435
0.4835386482747155,0.0022211946617028966,0.004878382461421138,0.0023230069840787793,0.018432630781150372,8.632722016571615e-05,0.011857049202084857,0.0017202485213729246,1.6148464743070967e-05,2019-01-09,1812.0,1812.0,1812.0,1812.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49775784753363217,-0.07754741609096527
0.485449245086911,0.0029828485948106553,0.006233642625010305,0.0030473846755415535,0.017477796567643422,0.00023883365383381427,0.014760794716808134,0.0022958608054239327,4.0495396595591204e-06,2019-01-10,1809.0,1809.0,1809.0,1809.0,-0.0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49775784753363217,-0.08842331171035767
0.4875186868482244,0.003825700079049088,0.007678996718859854,0.003842515236987337,0.016509707070837987,0.0004576413200752527,0.017749031673346627,0.0029612604891297023,0.0,2019-01-11,1697.0,1697.0,1697.0,1697.0,-0.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491031390134529,-0.09620101749897003
0.4897301207546476,0.004748009843758144,0.009208077979426355,0.004694233971058698,0.015518273591866472,0.0007396215648986515,0.020798150490135114,0.0037213928327192447,2.0278714291666056e-06,2019-01-14,1147.0,1147.0,1147.0,1147.0,-0.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491031390134529,-0.10346932709217072
0.49210731998461354,0.0057469141148899505,0.01081294270956809,0.005591609432613692,0.014504284487896368,0.0010903893617205673,0.023906553448608703,0.004576501892231716,8.83527106507187e-06,2019-01-15,1096.0,1096.0,1096.0,1096.0,-0.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49327354260089673,-0.10290071368217468
