date,INTC,ASML,AMAT,AMD,QCOM,TSM,TXN,AVGO,NVDA,Semiconductor_Index,Current_Price,Baltic_Price,GPR,Treasury_Rate,News_Sentiment,Next_Day_Close,MA_7,MA_30,RSI_14,MACD,MACD_Signal,BB_Middle,BB_Std,BB_Upper,BB_Lower,Price_Lag_1,Baltic_Price_Lag_1,GPR_Lag_1,Treasury_Rate_Lag_1,News_Sentiment_Lag_1,Price_Lag_3,Baltic_Price_Lag_3,GPR_Lag_3,Treasury_Rate_Lag_3,News_Sentiment_Lag_3,Price_Lag_7,Baltic_Price_Lag_7,GPR_Lag_7,Treasury_Rate_Lag_7,News_Sentiment_Lag_7,Baltic_GPR_Interaction,News_GPR_Interaction,Treasury_News_Interaction,Day_Of_Week,Month,Quarter,Target_Change
2019-01-02,0.4769637535284863,0.0,0.0,0.0,0.023033593988902257,0.00036687463146012345,0.0,0.0,0.00025513595414802803,0.0,0.00025513595414802803,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.00017583859609619779,8.53598792416449e-05,0.0,0.9907063825311588,0.3360034175677313,0.33500235704040054,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,0.0002553219517181654,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.0002570713486809151,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.00026399282510383704,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.042133313548255606,0.6483948053518346,0.5784282763387526,0.5,0.0,0.0,-0.0011998239782029
2019-01-03,0.4777844370309854,0.00019940251131836395,0.0006788621107310933,0.00024329662208957825,0.022141708894988288,0.00017897895739676928,0.0018664826631602516,0.0002258366881740803,0.00017583859609619779,0.00018849525439079695,0.00017583859609619779,0.05157974876284738,0.14731041412283138,0.45739910313901333,0.6473611037558997,0.00011620297716542771,8.53598792416449e-05,0.0,0.9907063825311588,0.3359019801220207,0.3349809229421607,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,0.0002553219517181654,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.0002570713486809151,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.00026399282510383704,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.044315394063276635,0.6352911923617688,0.5676227732192078,0.75,0.0,0.0,-0.0009034121758501
2019-01-04,0.4789250233083915,0.0005340837071663163,0.001528309882358192,0.0006180481111772718,0.02123676497774246,5.6065709822306076e-05,0.004048181788511407,0.0004935799363422755,0.00011620297716542771,0.0004609073798019503,0.00011620297716542771,0.055576703464027405,0.14731041412283138,0.48206278026905813,0.6471846347549255,7.144279417155286e-05,8.53598792416449e-05,0.0,0.9907063825311588,0.33574737623880846,0.3349311073052735,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,0.00017596678481707206,0.05157974876284738,0.14731041412283138,0.45739910313901333,0.6473611037558997,0.0002570713486809151,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.00026399282510383704,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.046727167264089355,0.6351352557222237,0.5628080276501249,1.0,0.0,0.0,-0.0006786792734079
2019-01-07,0.48026725113182445,0.000988555583969819,0.0025226250057714394,0.0011022550106629114,0.020314262622826706,0.0,0.006467693650001438,0.0008265837387205766,7.144279417155286e-05,0.0008138722507844698,7.144279417155286e-05,0.1880472021317092,0.14731041412283138,0.4887892376681613,0.6688230315025934,3.7706723637703776e-05,8.53598792416449e-05,0.0,0.9907063825311588,0.3355719083143509,0.33485417779028104,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,0.00011628769071145295,0.055576703464027405,0.14731041412283138,0.48206278026905813,0.6471846347549255,0.0002570713486809151,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.00026399282510383704,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.12666022191959686,0.6542560013225605,0.5837877209930128,0.0,0.0,0.0,-0.0005118728271372
2019-01-08,0.4818077297788774,0.0015515689946548339,0.00364502569354358,0.0016737199387402701,0.019376412731143933,6.057510582690995e-06,0.009076244164048841,0.001230717190183056,3.7706723637703776e-05,0.0012420524681623635,3.7706723637703776e-05,0.2700799390940236,0.14731041412283138,0.49551569506726445,0.6758142992982894,1.6148464743070967e-05,8.53598792416449e-05,0.0,0.9907063825311588,0.335396195634839,0.3347555054551783,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,7.149487693723644e-05,0.1880472021317092,0.14731041412283138,0.4887892376681613,0.6688230315025934,0.00017717246163738432,0.05157974876284738,0.14731041412283138,0.45739910313901333,0.6473611037558997,0.00026399282510383704,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.17615899570770568,0.6604338274574719,0.5900361071279868,0.25,0.0,0.0,-0.0003272680607971
2019-01-09,0.4835386482747155,0.0022223501090683218,0.004899211716510449,0.0023230069840787793,0.018432630781150372,8.632722016571615e-05,0.011857049202084857,0.0017202485213729246,1.6148464743070967e-05,0.0017502985276506289,1.6148464743070967e-05,0.2700799390940236,0.14731041412283138,0.49775784753363217,0.67048377470995,4.0495396595591204e-06,8.53598792416449e-05,0.0,0.9907063825311588,0.3352378715167578,0.3346431131297513,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,3.7734212350523655e-05,0.2700799390940236,0.14731041412283138,0.49551569506726445,0.6758142992982894,0.0001170844625188322,0.055576703464027405,0.14731041412283138,0.48206278026905813,0.6471846347549255,0.00026399282510383704,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.17615899570770568,0.6557235152398646,0.5841616872753898,0.5,0.0,0.0,-0.0001837294951001
2019-01-10,0.485449245086911,0.002984400248346397,0.00626025844150252,0.0030473846755415535,0.017477796567643422,0.00023883365383381427,0.014760794716808134,0.0022958608054239327,4.0495396595591204e-06,0.00233062969661188,4.0495396595591204e-06,0.2695089455652836,0.14731041412283138,0.49775784753363217,0.6582054855515124,0.0,8.53598792416449e-05,0.0,0.9907063825311588,0.33510707559037783,0.3345255616182863,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,1.6160237192822113e-05,0.2700799390940236,0.14731041412283138,0.49775784753363217,0.67048377470995,7.198474049861792e-05,0.1880472021317092,0.14731041412283138,0.4887892376681613,0.6688230315025934,0.00026399282510383704,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.17581445667901816,0.6448738184650256,0.5713516791366922,0.75,0.0,0.0,-6.15060094527527e-05
2019-01-11,0.4875186868482244,0.003827690177059667,0.00771178377127979,0.003842515236987337,0.016509707070837987,0.0004576413200752527,0.017749031673346627,0.0029612604891297023,0.0,0.0029786198740860415,0.0,0.24819185382565664,0.14731041412283138,0.491031390134529,0.6494248826472733,2.0278714291666056e-06,4.854507606652514e-05,0.0,0.9907063825311588,0.33500963468819034,0.3344109307949394,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,4.052491828873683e-06,0.2695089455652836,0.14731041412283138,0.49775784753363217,0.6582054855515124,3.7992756968543984e-05,0.2700799390940236,0.14731041412283138,0.49551569506726445,0.6758142992982894,0.00026399282510383704,0.04796345641416065,0.14731041412283138,0.4798206278026905,0.6621900849386181,0.1629516662746836,0.6371148483200852,0.5634314351823152,1.0,0.0,0.0,3.080200755279592e-05
2019-01-14,0.4897301207546476,0.0047504797197936155,0.009247393758095301,0.004694233971058698,0.015518273591866472,0.0007396215648986515,0.020798150490135114,0.0037213928327192447,2.0278714291666056e-06,0.0036925327173572275,2.0278714291666056e-06,0.1435097068899886,0.14731041412283138,0.491031390134529,0.6412193600860564,8.83527106507187e-06,2.3465084343241016e-05,0.0,0.9907063825311588,0.3349472113219432,0.3343060358537658,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,0.0,0.24819185382565664,0.14731041412283138,0.491031390134529,0.6494248826472733,1.6270962767628294e-05,0.2700799390940236,0.14731041412283138,0.49775784753363217,0.67048377470995,0.00018194271325160105,0.05157974876284738,0.14731041412283138,0.45739910313901333,0.6473611037558997,0.09978617768196935,0.629864047290764,0.5549642994715663,0.0,0.0,0.0,0.0001033966520607
2019-01-15,0.49210731998461354,0.005749903612788543,0.01085911078756216,0.005591609432613692,0.014504284487896368,0.0010903893617205673,0.023906553448608703,0.004576501892231716,8.83527106507187e-06,0.004470954028225366,8.83527106507187e-06,0.13380281690140847,0.14731041412283138,0.49327354260089673,0.6418612934138136,1.9808590258699188e-05,7.972477741993722e-06,0.0,0.9907063825311588,0.33491904871296757,0.33421616903994666,4.034427475166358e-06,0.00019069978856383588,2.1053953455058005e-05,0.0024806885868245976,2.0293497749318545e-06,0.1435097068899886,0.14731041412283138,0.491031390134529,0.6412193600860564,4.0802584069105086e-06,0.2695089455652836,0.14731041412283138,0.49775784753363217,0.6582054855515124,0.0001202368844085977,0.055576703464027405,0.14731041412283138,0.48206278026905813,0.6471846347549255,0.09392901419428129,0.630431290973166,0.5551843633727986,0.25,0.0,0.0,0.0001666549967857
